#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+     -            444 56099at50557         -            397  3.7e-204  676.8   2.3   1   1  1.2e-205  4.5e-204  676.6   2.3     1   397     1   440     1   440 0.95 -
80377at50557_166361_0:002fc1|STRG.9790.2:511-1272|+     -            254 56099at50557         -            397      0.08   10.6   0.1   2   3         3   1.1e+02    0.2   0.0    72   236   118   145    74   194 0.56 -
80377at50557_166361_0:002fc1|STRG.9790.2:511-1272|+     -            254 56099at50557         -            397      0.08   10.6   0.1   3   3       8.3   3.1e+02   -1.2   0.0   246   265   226   246   216   248 0.76 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/56099at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/56099at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/56099at50557.hmm annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 20:28:28 2024
# [ok]
